"New Contractor Licenses - File created: Nov 28, 2018 - 1618 Records"
"License No","Business Name","Doing Business As","Address","Address 2","City","State","Zip","Qualifying Party","Class","Class Detail","Issued Date","Expiration Date","Status"
"320971","Stellar Tile LLC"," Uriostegui Tile Installation","6535 N 44th Ave"," ","Glendale","AZ","85301","Ricardo J Uriostegui","CR-48","","2018-07-27","2020-07-31","Active"
"320974","Sonoran Landscape Company LLC"," ","2832 N Point Ridge Rd"," ","Goodyear","AZ","85338","Jesus Humberto Gonzalez Jr","CR-21","","2018-07-20","2020-07-31","Active"
"320980","Wrangler Construction LLC"," ","16212 W Carole Ln"," ","Litchfield Park","AZ","85340","David Michael Lake","B-4","","2018-07-06","2020-07-31","Active"
"320982","All Points General Contracting Of Arizona LLC"," ","3182 N Spirit Dancer Trl"," ","Tucson","AZ","85749","Paul Christopher Pence","KB-2","","2018-07-19","2020-07-31","Active"
"320983","Ardavan Ashkanian"," Chromatic Coatings","1925 W Hazelwood St"," ","Phoenix","AZ","85015","Ardavan Ashkanian","R-62","","2018-07-27","2020-07-31","Active"
"320986","Justin E Baca"," Just In Time","1132 Santa Susana St"," ","Henderson","NV","89002","Justin E Baca","CR-11","","2018-07-24","2020-07-31","Active"
"320987","Morris Pools LLC"," ","100 W Hoover Ave Ste 11"," ","Mesa","AZ","85210","Daniel Reed Morris","KA-5","","2018-07-09","2020-07-31","Active"
"320991","Nick & Sarah LLC","Get a Grip Eastern Arizona , Get a Grip Eastern Arizona","495 W 24th St"," ","Safford","AZ","85546","Nickolas Powell Bingham","CR-61","","2018-07-09","2020-07-31","Active"
"320992","Connection Concepts LLC"," ","1100 S State Route 260 Ste 17"," ","Cottonwood","AZ","86326","Bjorn A Nittmo","CR-67","","2018-07-24","2020-07-31","Active"
"320994","Touchstone Contractors Inc"," ","300 E Bonita Ave Unit 4945"," ","San Dimas","CA","91773","Marwan Mark Assaf","B-1","","2018-07-27","2020-07-31","Active"
"320996","Kinley Construction Group, LTD"," ","7301 Commercial Blvd E"," ","Arlington","TX","76001","Thomas Allen Hansen","A-12","","2018-07-27","2020-07-31","Active"
"320997","One Line LLC"," ","3010 E Laurel St"," ","Mesa","AZ","85213","Thomas William Vogt","C-11","","2018-07-23","2020-07-31","Active"
"321000","Switch Electric, Inc."," ","1012 E Washington St Apt 1119"," ","Phoenix","AZ","85034","Daniel Todoran","A-17","","2018-07-27","2020-07-31","Active"
"321001","New Village Homes LLC"," ","890 W Elliot Rd Ste 104"," ","Gilbert","AZ","85233","Robert Charles Speirs","B","","2018-08-07","2020-08-31","Active"
"321002","DDR Construction LLC"," ","5501 W Orchid Ln"," ","Glendale","AZ","85302","Bryan E Vanderploeg","CR-57","","2018-07-26","2020-07-31","Active"
"321003","DDR Construction LLC"," ","5501 W Orchid Ln"," ","Glendale","AZ","85302","Bryan E Vanderploeg","CR-2","","2018-07-26","2020-07-31","Active"
"321007","GDPR Mechanical LLC","GDPR Air Conditioning , GDPR Air Conditioning","230 W Fremont Rd"," ","Phoenix","AZ","85041","Jorge Rojas","CR-39","","2018-08-23","2020-08-31","Active"
"321008","Elite Storage Products LLC"," ","PO Box 517"," ","Collierville","TN","38027","Keith Martin Dunham","C-60","","2018-08-03","2020-08-31","Active"
"321010","Penguin Air Arizona LLC"," Penguin Air & Plumbing, Penguin Air & Plumbing","2850 S 36th St Ste A7-8"," ","Phoenix","AZ","85034","Jeremy T Galovich","CR-11","","2018-08-16","2020-08-31","Active"
"321014","KT3 Builders LLC"," ","PO Box 8093"," ","Tempe","AZ","85281","Sean E Kennedy","KB-1","","2018-07-17","2020-07-31","Active"
"321017","Noble Installation LLC"," ","3259 E Kesler Ln"," ","Gilbert","AZ","85295","Miguel U Orona","CR-60","","2018-08-10","2020-08-31","Active"
"321018","Midwest Hardwood Flooring LLC"," ","6249 E Aster Dr"," ","Scottsdale","AZ","85254","Lawrence Edward Ponomar","CR-60","","2018-07-12","2020-07-31","Active"
"321019","Alay Flooring LLC"," ","5225 E Thomas Rd Apt 117"," ","Phoenix","AZ","85018","Edgar Alay Morales Juarez","CR-8","","2018-07-27","2020-07-31","Active"
"321022","LSH Construction LLC"," ","16009 N 81st St Ste 130"," ","Scottsdale","AZ","85260","Lance Edward Keller","A","","2018-07-17","2020-07-31","Active"
"321023","Coyote Creek Construction Inc"," ","4110 E Woodstock Rd"," ","Cave Creek","AZ","85331","Adam Kristofer Holmes","KB-2","","2018-07-18","2020-07-31","Active"
"321024","Accent Pools & Spas LLC"," ","7513 N Ethan Allan Pl"," ","Tucson","AZ","85741","John Aguilar Rodriguez","B-5","","2018-08-08","2020-08-31","Active"
"321025","Out The Box LLC","PAK Construction , PAK Construction","1202 N 54th Ave Ste 103"," ","Phoenix","AZ","85043","Noah Hoyoung Pak","KB-1","","2018-08-15","2020-08-31","Active"
"321027","Katerra Construction LLC"," ","7272 E Indian School Rd Ste 200"," ","Menlo Park","CA","94025","Dennis Alan Greenawalt","CR-39","","2018-08-15","2020-08-31","Active"
"321028","Katerra Construction LLC"," ","7272 E Indian School Rd Ste 200"," ","Menlo Park","CA","94025","Dennis Alan Greenawalt","CR-67","","2018-08-15","2020-08-31","Active"
"321029","Katerra Construction LLC"," ","7272 E Indian School Rd Ste 200"," ","Menlo Park","CA","94025","Dennis Alan Greenawalt","CR-16","","2018-08-15","2020-08-31","Active"
"321031","Remodeling Arizona LLC"," ","PO Box 18382"," ","Fountain Hills","AZ","85268","Scott Robert Painter","R-61","","2018-08-09","2020-08-31","Active"
"321032","VR Maintenance and Repair LLC"," ","31182 N Cheyenne Dr"," ","San Tan Valley","AZ","85143","Victoria Catherine Fiems","R-62","","2018-07-30","2020-07-31","Active"
"321033","Agave Landscape LLC"," ","PO Box 2215"," ","Glendale","AZ","85308","Geoffrey A MacKenzie","CR-21","","2018-07-30","2020-07-31","Active"
"321034","Holeshot Painting LLC"," ","17740 N 113th Ave"," ","Surprise","AZ","85378","Drayton S Witt","R-62","","2018-07-30","2020-07-31","Active"
"321036","Clifco Construction LLC"," ","5085 Wade Ln"," ","Flagstaff","AZ","86004","Thomas Clifton Augenstein","B","","2018-07-31","2020-07-31","Active"
"321037","Valley Wide Construction LLC"," ","7415 W Libby St"," ","Glendale","AZ","85308","Phillip Edward Schlief","B-3","","2018-07-12","2020-07-31","Active"
"321038","AMPS Electric LLC"," ","16733 W Quail Run Rd"," ","Surprise","AZ","85387","Mario Sanchez","CR-11","","2018-07-13","2020-07-31","Active"
"321039","Mune Construction LLC"," ","3401 S 43rd Ave"," ","Phoenix","AZ","85009","Michael Anthony Millan","KB-2","","2018-08-07","2020-08-31","Active"
"321045","Tank Builders, Inc."," ","PO Box 1527"," ","Euless","TX","76039","Kent Earl Kromer","A","","2018-07-31","2020-07-31","Active"
"321047","MGC Project Management Inc DBA NorthLink Services"," ","1925 Angus Ave Ste F"," ","Simi Valley","CA","93063","Christian Thomas Finkbeiner","KB-1","","2018-08-13","2020-08-31","Active"
"321048","Flores Air Conditioning & Heating LLC","Flores Air Conditioning & Heating , Flores Air Conditioning & Heating","2823 W Lamar Rd"," ","Phoenix","AZ","85051","Miguel Angel Flores","CR-39","","2018-07-30","2020-07-31","Active"
"321049","C & C Construction Company, Inc."," ","7608 N La Cholla Blvd"," ","Tucson","AZ","85741","Charles D Cardinal","B","","2018-07-18","2020-07-31","Active"
"321050","C & C Construction Company, Inc."," ","7608 N La Cholla Blvd"," ","Tucson","AZ","85741","Charles D Cardinal","B-1","","2018-07-18","2020-07-31","Active"
"321052","Home Perfection Repairs LLC"," ","26415 N 41st St"," ","Cave Creek","AZ","85331","Manny A Rios","CR-37","","2018-07-17","2020-07-31","Active"
"321053","Home Perfection Repairs LLC"," ","26415 N 41st St"," ","Cave Creek","AZ","85331","Manny A Rios","B-3","","2018-07-19","2020-07-31","Active"
"321054","Knight Jr Construction LLC"," ","3114 E Taurus Pl"," ","Phoenix","AZ","85008","Timothy Gene Knight Jr","KB-2","","2018-07-30","2020-07-31","Active"
"321056","3 Day Blinds LLC"," ","167 Technology Dr"," ","Irvine","CA","92618","Scott Christopher Mendez","CR-65","","2018-07-19","2020-07-31","Active"
"321058","Mythic Contracting LLC"," ","2640E E Captain Dreyfus Ave"," ","Phoenix","AZ","85032","James Carl Monroe","CR-61","","2018-07-13","2020-07-31","Active"
"321059","Diesel Glass LLC"," ","3917 N 105th Dr"," ","Glendale","AZ","85303","Javier M Higuera","CR-65","","2018-07-13","2020-07-31","Active"
"321060","Mach I Enterprises Inc"," ","5511 E Emerald Ave"," ","Mesa","AZ","85206","William David Roberts","KA","","2018-08-07","2020-08-31","Active"
"321061","No Limit Tile LLC"," ","1225 W Main St Ste 101-486"," ","Mesa","AZ","85201","Ivan Montes","CR-48","","2018-07-13","2020-07-31","Active"
"321062","Restored Remodeling LLC"," ","817 E 7th Pl"," ","Mesa","AZ","85203","Gabriel Ramirez","CR-61","","2018-07-13","2020-07-31","Active"
"321063","Hopkins Contracting LLC","Handyman Connection , Handyman Connection","10211 N 32nd St Ste F1"," ","Phoenix","AZ","85028","Randal S Hopkins","CR-11","","2018-08-14","2020-08-31","Active"
"321065","Moreno's 5 Star Flooring LLC"," ","PO Box 743"," ","Sacaton","AZ","85147","Eduardo Portillo Moreno","CR-48","","2018-07-31","2020-07-31","Active"
"321066","M & M Builders LLC"," ","6446 W Carol Ave"," ","Glendale","AZ","85302","Mario C Medina","B-2","","2018-07-31","2020-07-31","Active"
"321067","Steven Arly Moody"," Moody's Refrigeration","PO Box 20763"," ","Phoenix","AZ","85036","Steven Arly Moody","CR-39","","2018-07-13","2020-07-31","Active"
"321070","ALL SAFE-LOCK-DOORS-CAMERA'S-LLC"," ","38614 N Central Ave"," ","Phoenix","AZ","85086","Alan Vincent Firetto","CR-67","","2018-07-31","2020-07-31","Active"
"321071","Glen Branham Construction LLC"," ","10232 E Crescent Ave"," ","Mesa","AZ","85208","Glenford Branham Jr","KB-1","","2018-07-19","2020-07-31","Active"
"321073","Orion Construction Consulting LLC"," ","PO Box 147"," ","Oceanside","CA","92049","Bret Carter Thorne","KB-1","","2018-07-13","2020-07-31","Active"
"321074","Back to Nature Landcare Inc"," ","PO Box 19460"," ","Phoenix","AZ","85005","Matthew Wayne Edgar","KB-2","","2018-07-17","2020-07-31","Active"
"321075","Nagoya Technical Services LLC"," ","4507 E 25th St"," ","Tucson","AZ","85711","Gabriel Toral Vasquez","CR-39","","2018-07-31","2020-07-31","Active"
"321076","Final Touch Handyman Service LLC"," ","10630 E Calle Nopalito"," ","Tucson","AZ","85748","Richard E Collins","B-3","","2018-08-01","2020-08-31","Active"
"321078","Advanced Mechanical Contractors Inc."," ","1326 W Bison Dr"," ","Riverton","UT","84065","Blaine M Adderley","C-39","","2018-08-08","2020-08-31","Active"
"321083","Cuevas Construction LLC"," ","PO Box 7121"," ","Fullerton","CA","92836","Salvador Celso Cuevas","KB-1","","2018-07-27","2020-07-31","Active"
"321084","L Keeley Construction Co"," ","500 S Ewing Ave Ste G"," ","Saint Louis","MO","63103","John R Perryman","B-1","","2018-07-23","2020-07-31","Active"
"321088","Prime Excavation LLC"," ","PO Box 7151"," ","Bunkerville","NV","89007","Christopher James Woods","A","","2018-08-01","2020-08-31","Active"
"321090","TLC Business Services LLC"," TLC Refrigeration and Air Conditioning, TLC Roofing, TLC Remodeling and Repair","PO Box 1586"," ","Mesa","AZ","85211","Michael Richard Skinner","KB-2","","2018-07-27","2020-07-31","Active"
"321091","Berend Electric LLC"," ","1219 N Elm Ct"," ","Gilbert","AZ","85234","Matthew John Berend","CR-11","","2018-08-01","2020-08-31","Active"
"321093","Pesky Root Plumbing LLC"," ","7246 W Wier Ave"," ","Phoenix","AZ","85043","Felipe De Jesus Castro","CR-37","","2018-08-01","2020-08-31","Active"
"321095","C & M Tile & Stone LLC"," ","17950 W Banff Ln"," ","Surprise","AZ","85388","Chad Randall Harrigan","CR-8","","2018-08-10","2020-08-31","Active"
"321097","Grand Canyon State Construction LLC"," ","PO Box 7724"," ","San Luis","AZ","85349","Jose Antonio Leon","KB-2","","2018-08-06","2020-08-31","Active"
"321098","Pro.com Home Services Arizona LLC"," Pro.com","2033 6th Ave Ste 236"," ","Seattle","WA","98121","David Thomas Crompton","KB-2","","2018-08-01","2020-08-31","Active"
"321100","DesertDesigner Pools LLC"," ","945 W 23rd St"," ","Tempe","AZ","85282","Hugo Leon Wallace","B-5","","2018-08-10","2020-08-31","Active"
"321101","G. D. Barri & Associates, Inc."," ","6860 W Peoria Ave"," ","Peoria","AZ","85345","Robert Eugene Boyle II","CR-12","","2018-07-23","2020-07-31","Active"
"321102","Austin & Son's Plumbing LLC"," ","7649 E Morelos Pl"," ","Tucson","AZ","85710","Jeremy James Austin","CR-37","","2018-08-02","2020-08-31","Active"
"321103","CRV Roofing, LLC"," ","5828 Mara Pl"," ","El Paso","TX","79932","Xavier Ali Einaudi","CR-42","","2018-08-06","2020-08-31","Active"
"321107","Crest Contracting LLC"," ","4640 E Sunrise Dr Ste 214"," ","Tucson","AZ","85718","Steven Douglas Gillespie","KB-2","","2018-08-07","2020-08-31","Active"
"321108","Smart Security And Survelliance LLC","San Tan Security Systems , San Tan Security Systems","2747 E University Dr # 2236"," ","Mesa","AZ","85213","Joshua Michael Clarke","CR-67","","2018-08-02","2020-08-31","Active"
"321110","Remax Steel Inc"," ","11017 E Vallejo St"," ","Chandler","AZ","85248","Rafael S Figueroa","C-70","","2018-08-15","2020-08-31","Active"
"321111","Max Kraft Contracting LLC"," ","431 N Center St"," ","Mesa","AZ","85201","Joseph E Newton","KB-1","","2018-07-23","2020-07-31","Active"
"321112","Gary Lee Harmon"," GT Power","219 Jade Ln"," ","Lake Havasu City","AZ","86403","Gary Lee Harmon","CR-11","","2018-08-02","2020-08-31","Active"
"321113","Canyon Stone Co LLC"," ","16001 N 25th St Apt 201"," ","Phoenix","AZ","85032","Jose Arvayo Guerrero","CR-31","","2018-07-16","2020-07-31","Active"
"321114","Rite-A-Way Restoration LLC"," ","1831 E Enrose St"," ","Mesa","AZ","85203","Andrew Luckett Jennings","CR-61","","2018-08-06","2020-08-31","Active"
"321115","Town & Country Heating & Cooling LLC"," ","43218 N 44th Ave"," ","New River","AZ","85087","Troy Shawn Richardson","CR-39","","2018-08-02","2020-08-31","Active"
"321116","The Hubb Creators LLC"," ","7207 N 7th St"," ","Phoenix","AZ","85020","Nicholas James Hubbard","CR-34","","2018-08-02","2020-08-31","Active"
"321122","Z Granite Place LLC"," ","2224 W Desert Cove Ave"," ","Phoenix","AZ","85029","Cesar Zamana Godoi","CR-60","","2018-07-17","2020-07-31","Active"
"321123","Rattlesnake Solutions LLC"," ","3620 E Nisbet Rd"," ","Phoenix","AZ","85032","Nicholas Sheuerman","CR-14","","2018-08-03","2020-08-31","Active"
"321124","Titan Carports Inc"," ","39955 S Old Arena Dr"," ","Tucson","AZ","85739","Zachary T Bailey","B-1","","2018-08-02","2020-08-31","Active"
"321127","David E Harvey Builders Inc"," ","3630 Westchase Dr"," ","Houston","TX","77042","Lohn Edward Zylicz","B-1","","2018-08-02","2020-08-31","Active"
"321130","Skill Center Workshops LLC"," ","PO Box 26302"," ","Prescott Valley","AZ","86312","William Ralph Brewster","CR-37","","2018-07-17","2020-07-31","Active"
"321131","Skill Center Workshops LLC"," ","PO Box 26302"," ","Prescott Valley","AZ","86312","William Ralph Brewster","CR-39","","2018-07-17","2020-07-31","Active"
"321132","A B Remodelers LLC"," Universal Solar Direct of Arizona, Universal Windows Direct of Phoenix","4836 E McDowell Rd Ste 101"," ","Tempe","AZ","85282","Terrence Antonio Maglio","CR-11","","2018-07-24","2020-07-31","Active"
"321133","Hard Knox Rocks & Excavating LLC"," ","2516 W Cactus Wren St"," ","Apache Junction","AZ","85120","Caitlin Rose Knox","CR-21","","2018-08-03","2020-08-31","Active"
"321134","Ryan Rasley Construction Services LLC"," ","2335 S Orange"," ","Mesa","AZ","85210","Ryan Michael Rasley","KB-2","","2018-07-19","2020-07-31","Active"
"321135","Smart Contracting, LLC"," ","25405 S Tangelo Ave"," ","Queen Creek","AZ","85142","Troy Allen Smith","B-3","","2018-08-15","2020-08-31","Active"
"321136","SRKS Development, LLC (FN)"," ","PO Box 1018"," ","Yankton","SD","57078","Tim Allen Karli","B-1","","2018-08-03","2020-08-31","Active"
"321137","Joyco Construction LLC"," ","6830 N 17th Pl"," ","Phoenix","AZ","85016","Joy M Bond","CR-37","","2018-07-23","2020-07-31","Active"
"321139","Thomas Contracting Services LLC"," ","5142 W Christy Dr"," ","Glendale","AZ","85304","Jacob Nathaniel Thomas","KB-2","","2018-07-30","2020-07-31","Active"
"321141","Active Controls Electric Inc"," ","12087 62nd St Unit 7"," ","Largo","FL","33773","Christopher Joseph Andrisani","C-11","","2018-08-14","2020-08-31","Active"
"321142","Landmark Living Spaces LLC"," ","2921 N Power Rd Ste 101"," ","Mesa","AZ","85215","Eric Thomas Choules","KA-6","","2018-08-09","2020-08-31","Active"
"321145","i-wire Communications LLC"," ","PO Box 424"," ","Gilbert","AZ","85297","Eduardo Daniel Alcocer","CR-67","","2018-08-08","2020-08-31","Active"
"321146","Bias Electric and Solar LLC"," ","2457 E Meadow Creek Way"," ","San Tan Valley","AZ","85140","Gary Art Bias","CR-11","","2018-08-03","2020-08-31","Active"
"321150","Ironwood Tile & Plumbing LLC"," ","8457 N Douglas Fir Dr"," ","Tucson","AZ","85743","Daniel Edward Sanchez","KB-2","","2018-07-27","2020-07-31","Active"
"321151","M E Avila Construction Corporation"," ","PO Box 6013"," ","Atascadero","CA","93423","Micheal Ernest Avila Jr","A","","2018-08-03","2020-08-31","Active"
"321155","AZ Rent-A-Man Homeowner Services LLC"," ","PO Box 6107"," ","Carefree","AZ","85377","Robert F Patton","CR-61","","2018-07-19","2020-07-31","Active"
"321156","Mellow Construction LLC"," ","6344 E Broadway Road Suite 104"," ","Mesa","AZ","85206","Donald Frank Mellow Jr","KB-1","","2018-08-13","2020-08-31","Active"
"321157","Ruco Electric, LLC"," ","8365 E Indian School Rd"," ","Scottsdale","AZ","85251","Jeffrey Alan Russeau","CR-11","","2018-08-06","2020-08-31","Active"
"321158","John Lasher LLC"," ","14234 N 77th Ave"," ","Peoria","AZ","85381","John Edward Lasher","CR-61","","2018-07-19","2020-07-31","Active"
"321159","Rayburn Electric LLC"," Rayburn Contracting","1966 S Murdock Rd"," ","Camp Verde","AZ","86322","Brian Lane Rayburn","KA","","2018-08-10","2020-08-31","Active"
"321160","IDRGAF Site Services Inc"," ","3935 E Rough Rider Rd Unit 1185"," ","Phoenix","AZ","85050","John A Hanna","CR-2","","2018-07-19","2020-07-31","Active"
"321161","Green Star Services LLC"," ","11725 N Via De La Verbenita"," ","Tucson","AZ","85737","Lawrence Miles Henley","KB-2","","2018-07-19","2020-07-31","Active"
"321162","Value Added Design Build & Renovations LLC"," ","4501 W Yucca St"," ","Glendale","AZ","85304","Joe Eduardo Hernandez","KB-2","","2018-08-08","2020-08-31","Active"
"321170","R. Ley Drywall LLC"," ","2928 N 15th Ave Unit 15"," ","Tucson","AZ","85705","Ricardo Ley Jocobi","CR-10","","2018-08-06","2020-08-31","Active"
"321172","AZ Custom Landscapes LLC"," ","3676 E Drexel Manor Stra"," ","Tucson","AZ","85706","Martin Lizarraga-Miranda","CR-21","","2018-08-06","2020-08-31","Active"
"321174","McIntyre Fencing LLC"," ","PO Box 527"," ","Wickenburg","AZ","85358","Jamie Del McIntyre","CR-14","","2018-07-24","2020-07-31","Active"
"321176","Garuda Electric LLC"," ","7017 S Priest Dr Apt 1006"," ","Tempe","AZ","85283","Ricky Vinavong","CR-11","","2018-08-06","2020-08-31","Active"
