"Current Active Residential Contractors - File created: Nov 28, 2018 - 8380 Records"
"License No","Business Name","Doing Business As","Address","Address 2","City","State","Zip","Qualifying Party","Class","Class Detail","Class Type","Issued Date","Expiration Date","Status"
"103619","Bayside Contracting Inc","Creative Kitchens , Creative Kitchens","11122 W Alabama Ave Ste C3"," ","Youngtown","AZ","85363","Steven William Dahlgren","B","B General Residential Contractor","Residential","1994-08-09","2020-07-31","Current"
"231865","Bayside Interiors LLC"," ","18803 E Cardinal Way"," ","Queen Creek","AZ","85142","Robert Anthony Giacinto","B-3","B-3 General Remodeling and Repair Contractor","Residential","2007-04-08","2019-04-30","Current"
"301759","BC Homes Builders LLC"," ","PO Box 37441"," ","Phoenix","AZ","85069","Gilberto Barragan","B","B General Residential Contractor","Residential","2015-11-23","2019-11-30","Current"
"276105","BCC Construction LLC","Wagner Maintenance & Restoration Services , Wagner Maintenance & Restoration Services","6034 W Karen Lee Ln"," ","Glendale","AZ","85306","Brian Paul Wagner","B-3","B-3 General Remodeling and Repair Contractor","Residential","2011-12-21","2019-12-31","Current"
"296383","BCLD LLC"," ","2575 Camino Del Rio"," ","Bullhead City","AZ","86442","Roger Lester Nelson","B","B General Residential Contractor","Residential","2015-02-24","2019-02-28","Current"
"275885","BCS Contracting Services LLC"," ","10105 E Via Linda Ste 103-339"," ","Scottsdale","AZ","85258","Dean Dimickele","B-3","B-3 General Remodeling and Repair Contractor","Residential","2012-10-09","2020-10-31","Current"
"295601","BCS Development Group LLC"," ","22455 N 55th St"," ","Scottsdale","AZ","85255","Roy John Bade","B","B General Residential Contractor","Residential","2014-11-21","2018-11-30","Current"
"282214","BDB Home Services LLC"," ","2118 W Erie St"," ","Chandler","AZ","85224","David Wayne Drumheiser","R-62","R-62 Minor Home Improvements","Residential","2012-12-19","2018-12-31","Current"
"293382","BDR Property Services Inc (FN)"," ","5737 Kanan Rd Ste 483"," ","Agoura Hills","CA","91301","Zachary David Eglit","B","B General Residential Contractor","Residential","2014-07-13","2020-07-31","Current"
"184564","Beacon Custom Builders Inc"," ","1811 E Cliff Rose Dr"," ","Payson","AZ","85541","Douglas Edward Martin","B","B General Residential Contractor","Residential","2003-04-13","2019-04-30","Current"
"257525","Beacon Rock Custom Builders LLC"," ","938 E Page St"," ","Gilbert","AZ","85234","Ryan C Bates","B","B General Residential Contractor","Residential","2009-09-18","2019-09-30","Current"
"318012","Bean Construction LLC"," ","23011 N 15th Ln"," ","Phoenix","AZ","85027","Michael Nelson Bean","B","B General Residential Contractor","Residential","2018-02-07","2020-02-29","Current"
"286962","Bear Down Builders LLC"," ","5120 S Bryce Ave"," ","Tucson","AZ","85757","Anthony Ray Vidal","B","B General Residential Contractor","Residential","2013-11-01","2019-11-30","Current"
"103802","Bear Paving Inc"," ","PO Box 91974"," ","Tucson","AZ","85752","Walter Donald Beringson Jr","R-13","R-13 Asphalt Paving","Residential","1994-08-24","2020-07-31","Current"
"193281","Beartooth Builders LLC"," ","PO Box 41175"," ","Eugene","OR","97404","John Philip Kraust","B-3","B-3 General Remodeling and Repair Contractor","Residential","2004-03-03","2020-03-31","Current"
"272036","Beautiful Remodel LLC"," ","PO Box 1762"," ","Gilbert","AZ","85234","Stephen John Price","B-3","B-3 General Remodeling and Repair Contractor","Residential","2011-04-06","2019-04-30","Current"
"270126","Beaver Concrete LLC"," ","6813 S 47th St"," ","Phoenix","AZ","85042","Gerardo Roman Rojas","R-9","R-9 Concrete","Residential","2011-02-01","2019-02-28","Current"
"114625","Beazer Homes Holdings LLC","Beazer Homes , Beazer Homes","1600 N Desert Dr Ste 301"," ","Tempe","AZ","85281","Chad Stewart Plain","B","B General Residential Contractor","Residential","1996-06-03","2020-05-31","Current"
"209694","Bebee Construction LLC"," ","708 W Delano Ave"," ","Prescott","AZ","86301","Charles Lester Bebee","B","B General Residential Contractor","Residential","2005-07-07","2019-08-31","Current"
"208102","Becker Electric LLC"," ","5632 E Saint John Rd"," ","Scottsdale","AZ","85254","Robert Edward Becker","R-11","R-11 Electrical","Residential","2005-06-08","2019-06-30","Current"
"195543","Bedbrock Developers LLC"," ","10632 N Scottsdale Rd # B-685"," ","Scottsdale","AZ","85254","Richard Ivan Brock","B","B General Residential Contractor","Residential","2004-05-06","2020-05-31","Current"
"111329","Bedrock Concrete Inc"," ","4576 N Commerce Dr"," ","Sierra Vista","AZ","85635","Neil Dwight Mc Leod","B","B General Residential Contractor","Residential","1996-02-01","2020-01-31","Current"
"080924","Bedrock Enterprises Inc"," ","908 Sea Spray Dr"," ","Bullhead City","AZ","86442","Earl William Kidwell Jr","B","B General Residential Contractor","Residential","1988-11-23","2020-10-31","Current"
"172848","Bedrock Remodeling LLC"," ","2913 W Mandalay Ln"," ","Phoenix","AZ","85053","James Roy Ward","B-3","B-3 General Remodeling and Repair Contractor","Residential","2002-03-11","2020-03-31","Current"
"289825","Bee Gee Plumbing LLC"," ","1340 E Natasha Dr"," ","Casa Grande","AZ","85122","George Sigala Jr","R-37R","R-37R Plumbing","Residential","2014-03-19","2020-03-31","Current"
"085405","Beebe Plumbing Inc","Beebe Brothers Plumbing , Beebe Brothers Plumbing","19155 N 83rd Ave"," ","Peoria","AZ","85382","David Allen Beebe","R-37R","R-37R Plumbing","Residential","1990-02-06","2020-01-31","Current"
"112019","Beebe Plumbing Services LLC"," ","19155 N 83rd Ave"," ","Peoria","AZ","85382","Christopher Alan Baird","R-37R","R-37R Plumbing","Residential","1996-03-26","2020-02-29","Current"
"083319","Beecroft Concrete Inc"," ","PO Box 608"," ","Gilbert","AZ","85299","Earl Doug Beecroft","R-9","R-9 Concrete","Residential","1989-06-28","2020-05-31","Current"
"175785","Beecroft LLC"," ","2913 E Illini St"," ","Phoenix","AZ","85040","Charles Gary Beecroft","R-2","R-2 Excavating, Grading and Oil Surfacing","Residential","2002-06-11","2020-06-30","Current"
"118323","Beeline Concrete Cutting Inc"," ","13595 E Mingus Vista Dr"," ","Prescott Valley","AZ","86315","Michael Wayne Noble","R-9","R-9 Concrete","Residential","1996-10-24","2020-09-30","Current"
"064267","Beeman Brothers Drilling Inc"," ","44806 N 14th St"," ","New River","AZ","85087","Chuck Ray Beeman","R-53","R-53 Drilling","Residential","1985-12-04","2019-11-30","Current"
"272643","Beeman Drilling Services Inc","T B Drilling Services , T B Drilling Services","3400 S Highway 191"," ","Moab","UT","84532","Todd B Beeman","R-53","R-53 Drilling","Residential","2011-04-26","2019-04-30","Current"
"221869","Before and After Remodeling Inc"," ","2151 E Electra Ln"," ","Phoenix","AZ","85024","Frederick Lincoln Altdoerffer","B-3","B-3 General Remodeling and Repair Contractor","Residential","2006-07-01","2020-07-31","Current"
"290550","Behrmann Home Basics LLC"," B H B Repair and Maintenance, B H B Remodel & Renovation","PO Box 300"," ","Gilbert","AZ","85299","Michael David Tanaka","B-3","B-3 General Remodeling and Repair Contractor","Residential","2014-02-25","2020-02-29","Current"
"240253","Bel Aire Construction LLC"," ","10632 N Scottsdale Rd Ste B"," ","Scottsdale","AZ","85254","Jeff Michael Labriola","B","B General Residential Contractor","Residential","2007-12-11","2019-12-31","Current"
"255387","Bel Esprit Builders Inc"," ","20902 Bake Pkwy Ste 100"," ","Lake Forest","CA","92630","David Keith Jackson","B","B General Residential Contractor","Residential","2009-05-20","2019-05-31","Current"
"307320","Bela Flor Communities LLC"," ","1635 N Greenfield Rd Ste 115"," ","Mesa","AZ","85205","David Joseph Maza","B","B General Residential Contractor","Residential","2016-08-08","2020-08-31","Current"
"037603","Bell Concrete Inc"," ","2130 W Williams Dr"," ","Phoenix","AZ","85027","Steven Wesley McMinn","R-9","R-9 Concrete","Residential","1973-03-19","2020-02-29","Current"
"245586","Bella Arte Builders LLC"," ","102 S Mariner Ct"," ","Gilbert","AZ","85233","Steve Albert Sidoti","B","B General Residential Contractor","Residential","2008-06-04","2020-06-30","Current"
"194955","Bella Builders Corporation"," ","16211 N Scottsdale Rd Ste #443"," ","Scottsdale","AZ","85254","William Joseph Stiles","B-3","B-3 General Remodeling and Repair Contractor","Residential","2004-04-27","2020-04-30","Current"
"186692","Bella Casa Inc"," ","120 Ironwood St"," ","Sedona","AZ","86351","Leonard Jozef Heijnen","B","B General Residential Contractor","Residential","2003-07-22","2019-07-31","Current"
"212426","Bellagio Pools and Spas Inc"," ","2711 N Almond"," ","Mesa","AZ","85213","Calvin Douglas Herron","B-5","B-5 General Swimming Pool Contractor","Residential","2005-10-16","2019-10-31","Current"
"251873","Bellago Development LLC"," ","2338 E Minton St"," ","Mesa","AZ","85213","Wayne Scott Funk","B-5","B-5 General Swimming Pool Contractor","Residential","2009-01-01","2019-01-31","Current"
"205595","Bellator Homes LLC"," ","8917 W Villa Lindo Dr"," ","Peoria","AZ","85383","Joseph Nicolia","B","B General Residential Contractor","Residential","2005-03-23","2019-03-31","Current"
"288934","Bellew and Associates Construction Company Inc"," ","5043 W Parsons Rd"," ","Phoenix","AZ","85083","Steven William Bellew","B","B General Residential Contractor","Residential","2013-11-26","2019-11-30","Current"
"304830","Bellino Contracting LLC"," ","1202 W Miracle Mile Unit 148"," ","Tucson","AZ","85705","Timothy Andrew Bellino","R-62","R-62 Minor Home Improvements","Residential","2016-05-09","2020-05-31","Current"
"184574","Belmont Custom Remodeling LLC"," ","2747 E University Dr Unit 8998"," ","Mesa","AZ","85214","Michael Timothy Fitzgerald","B","B General Residential Contractor","Residential","2003-05-09","2019-05-31","Current"
"153079","Belmont Homes Inc"," ","2158 N Gilbert Rd Ste 119"," ","Mesa","AZ","85203","Thomas Patric Fitzgerald","B","B General Residential Contractor","Residential","2000-03-04","2020-03-31","Current"
"227251","Beltran Electric Co Inc"," ","19409 W Sells Dr"," ","Litchfield Park","AZ","85340","Alejandro Beltran","R-11","R-11 Electrical","Residential","2006-12-06","2018-12-31","Current"
"308106","Bemis Builders LLC"," ","1704 E Laguna Dr"," ","Tempe","AZ","85282","Lance Christian Bemis","B-3","B-3 General Remodeling and Repair Contractor","Residential","2016-08-24","2020-08-31","Current"
"054279","Ben Clark Candler","Benjamin Electric , Benjamin Electric","Po Box 20961"," ","Phoenix","AZ","85036","Ben Clark Candler","R-11","R-11 Electrical","Residential","1981-04-09","2019-03-31","Current"
"104393","Ben Walsh Concrete Inc"," ","Po Box 56"," ","Cottonwood","AZ","86326","Phineas Ben Walsh","R-9","R-9 Concrete","Residential","1994-09-30","2020-08-31","Current"
"312742","Benally Woodruff Construction LLC"," ","2710 E Lakin Dr"," ","Flagstaff","AZ","86004","Wade Allen Woodruff","B","B General Residential Contractor","Residential","2017-04-14","2019-04-30","Current"
"285142","Benchmark Builders LLC"," ","PO Box 3386"," ","Cottonwood","AZ","86326","Rodney Vincent Jr","B","B General Residential Contractor","Residential","2013-05-23","2019-05-31","Current"
"207121","Benco Construction LLC"," ","5470 N Camino Real"," ","Tucson","AZ","85718","Eli Benita","B","B General Residential Contractor","Residential","2005-10-03","2019-10-31","Current"
"195731","Benissimo LLC"," ","7819 E Lewis Ave"," ","Scottsdale","AZ","85257","Jeffery Stephen Gatewood","B","B General Residential Contractor","Residential","2004-05-03","2020-05-31","Current"
"151311","Benjamin J Riggs","Benjamin J Custom Cabinetry , Benjamin J Custom Cabinetry","42447 N Murphy Ave"," ","Queen Creek","AZ","85140","Benjamin J Riggs","R-60","R-60 Finish Carpentry","Residential","2000-01-03","2020-01-31","Current"
"294055","Benjamin J Schisel"," Picture Rock Renovations","6442 E Fordham Dr"," ","Tucson","AZ","85710","Benjamin J Schisel","B","B General Residential Contractor","Residential","2014-08-02","2020-08-31","Current"
"319607","Benjamin John Bruner","Bruner's Home Transformations , Bruner's Home Transformations","521 W Navarro Ave"," ","Mesa","AZ","85210","Benjamin John Bruner","R-61","R-61 Carpentry, Remodeling and Repairs","Residential","2018-05-07","2020-05-31","Current"
"319543","Benjamin Lee Bloom","Bloomco , Bloomco","PO Box 1199"," ","Idyllwild","CA","92549","Benjamin Lee Bloom","B","B General Residential Contractor","Residential","2018-05-15","2020-05-31","Current"
"319544","Benjamin Lee Bloom","Bloomco , Bloomco","PO Box 1199"," ","Idyllwild","CA","92549","Benjamin Lee Bloom","R-11","R-11 Electrical","Residential","2018-05-15","2020-05-31","Current"
"083217","Benjamin Steven Grijalva","Grijalva Construction , Grijalva Construction","6333 E Printer Udell"," ","Tucson","AZ","85710","Benjamin Steven Grijalva","B","B General Residential Contractor","Residential","1989-06-19","2020-05-31","Current"
"180605","Benny Joe Travis","B J T Construction , B J T Construction","223 E Calle Pulsera"," ","Green Valley","AZ","85614","Benny Joe Travis","B","B General Residential Contractor","Residential","2003-01-28","2019-01-31","Current"
"171131","Benscoter Development LLC","Impact Homes , Impact Homes","28150 N Alma School Pkwy Ste 103-444"," ","Scottsdale","AZ","85262","Paul James Benscoter","B","B General Residential Contractor","Residential","2002-01-07","2020-01-31","Current"
"231162","Bent Nails Inc"," ","Po Box 97610"," ","Phoenix","AZ","85060","Paul Howard Haynie","B","B General Residential Contractor","Residential","2007-04-16","2019-04-30","Current"
"201084","Bentley Restorations LLC"," ","254 E Glencove St"," ","Mesa","AZ","85201","Van Weldon Bagley","B","B General Residential Contractor","Residential","2004-10-27","2020-10-31","Current"
"106870","Bentley S Backhoe Inc"," ","2740 S Lazy Y U Dr"," ","Kingman","AZ","86401","William Bentley Hopkins","B-4","B-4 General Residential Engineering Contractor","Residential","1995-04-19","2019-03-31","Current"
"142427","Benttree Custom Homes LLC"," ","1575 Plaza West Dr Ste B"," ","Prescott","AZ","86303","Michael George Enders","B","B General Residential Contractor","Residential","1999-04-05","2019-04-30","Current"
"104059","Benziger Enterprises Inc","Philip's Plumbing , Philip's Plumbing","Po Box 32523"," ","Tucson","AZ","85751","Philip Ernes Benziger Jr","R-37","R-37 Plumbing, Incuding Solar","Residential","1994-09-12","2020-08-31","Current"
"064760","Bercel Builders Inc"," ","17220 E Malta Dr"," ","Fountain Hills","AZ","85268","John Matthew Bercel","B","B General Residential Contractor","Residential","1986-03-12","2020-02-29","Current"
"185049","Berg Brother's Construction Inc"," ","PO Box 11382"," ","Prescott","AZ","86304","Brennan Anton Berg","B","B General Residential Contractor","Residential","2003-04-27","2019-04-30","Current"
"071536","Berg Enterprises Inc","Berg's Heating and Air Conditioning Co , Berg's Heating and Air Conditioning Co","4109 E Monsanto Dr"," ","Sierra Vista","AZ","85650","Richard Theodore Berg","R-39R","R-39R Air Conditioning and Refrigeration","Residential","1987-12-08","2020-11-30","Current"
"173499","Beringer Fine Homes Inc"," ","9550 E Mountain Spring Rd"," ","Scottsdale","AZ","85255","Timothy Beringer","B","B General Residential Contractor","Residential","2002-04-17","2020-04-30","Current"
"110026","Bernard Construction Services LLC"," ","7302 E Keim Dr"," ","Scottsdale","AZ","85250","Stephen Zouck Bernard","B","B General Residential Contractor","Residential","1995-10-27","2019-09-30","Current"
"263468","Berto's A/C LLC"," ","832 E 10th Ave"," ","Mesa","AZ","85204","Roberto Lizarraga","R-39R","R-39R Air Conditioning and Refrigeration","Residential","2010-03-17","2020-03-31","Current"
"263164","Bertrand Homes LLC"," ","13470 N 85th Pl"," ","Scottsdale","AZ","85260","David Gerard Bertrand","B","B General Residential Contractor","Residential","2010-02-22","2020-02-29","Current"
"203969","Best Built Homes LLC"," ","6567 E Cholla St"," ","Scottsdale","AZ","85254","Ronnie Gemoll","B","B General Residential Contractor","Residential","2005-02-04","2019-02-28","Current"
"312224","Best Deal Landscaping LLC","Best Deal Custom Pools & Landscapes , Best Deal Custom Pools & Landscapes","21965 E Maya Rd"," ","Queen Creek","AZ","85142","Dennis Arthur Decarmine","B-5","B-5 General Swimming Pool Contractor","Residential","2017-03-28","2019-03-31","Current"
